# Hydrological signatures calculated with observation-based data. Only years with complete hydrological year are used (5% missing values are tolerated per hydrological year).
gauge_id,sign_start_date,sign_end_date,sign_number_of_years,q_mean,runoff_ratio,stream_elas,slope_fdc,baseflow_index_landson,hfd_mean,Q5,Q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq
2485,1984-10-01,2020-09-30,36,1.282,0.42,1.515,2.684,0.536,145.333,0.176,4.197,7.472,2.038,48.778,7.839,0.0
2486,1984-10-01,2020-09-30,36,2.668,0.644,1.457,2.87,0.485,177.278,0.369,9.03,8.028,1.332,50.472,6.223,0.0
2487,1984-10-01,2020-09-30,36,2.999,0.646,1.444,2.419,0.546,202.778,0.586,8.727,2.861,1.256,20.222,5.688,0.0
2488,1984-10-01,2020-09-30,36,0.961,0.232,2.258,1.226,0.545,218.528,0.267,3.667,16.833,2.742,2.222,16.0,0.0
2490,1985-10-01,2020-09-30,35,2.331,0.648,0.818,2.64,0.568,144.057,0.339,7.343,4.571,1.616,46.771,9.982,0.0
2491,1985-10-01,2020-09-30,35,3.844,0.761,1.216,3.489,0.674,248.171,0.358,11.136,0.657,1.278,64.256,12.027,0.0
2493,1985-10-01,2020-09-30,35,1.177,0.274,1.865,2.742,0.592,149.943,0.162,3.585,2.057,2.0,53.142,8.017,0.0
2494,1986-10-01,2020-09-30,34,3.906,0.839,1.134,1.329,0.739,220.471,1.566,8.634,1.235,1.4,0.147,1.667,0.0
2497,1988-10-01,2020-09-30,32,1.183,0.34,1.062,1.795,0.617,168.156,0.313,3.129,2.344,1.415,2.688,3.44,0.0
2498,1988-10-01,2020-09-30,32,1.989,0.563,0.835,2.095,0.706,238.562,0.504,5.237,0.812,1.368,4.844,5.536,0.0
2500,1988-10-01,2020-09-30,32,1.288,0.401,1.132,1.241,0.77,178.688,0.55,2.732,0.062,1.0,0.0,0.0,0.0
2602,1981-10-01,2020-09-30,39,3.062,0.876,0.902,1.516,0.723,239.41,0.942,7.024,0.179,1.4,2.0,1.368,0.0
2603,1989-10-01,2020-09-30,31,2.403,0.541,1.354,2.06,0.571,195.129,0.565,6.714,3.129,1.47,11.064,6.236,0.0
2604,1989-10-01,2020-09-30,31,2.955,0.603,1.203,2.82,0.413,188.839,0.384,10.395,12.419,1.426,59.45,6.29,0.0
2605,1989-10-01,2020-09-30,31,4.954,0.909,1.159,2.891,0.479,221.194,0.637,17.333,15.193,2.181,56.515,13.581,0.0
2606,1981-10-01,2020-09-30,39,2.791,0.79,1.076,1.241,0.704,209.667,0.708,5.242,0.0,0.0,5.128,1.562,0.0
2607,1990-10-01,2020-09-30,30,5.458,1.007,0.826,3.931,0.662,262.533,0.837,17.724,5.833,2.333,76.697,22.782,0.0
2608,1990-10-01,2020-09-30,30,1.752,0.534,1.462,2.516,0.437,181.967,0.191,5.7,10.166,1.473,52.298,5.429,0.001
2609,1991-10-01,2020-09-30,29,4.027,0.756,1.439,2.477,0.469,202.448,0.659,13.38,8.31,1.362,34.929,6.066,0.0
2610,1992-10-01,2020-09-30,28,1.824,0.524,1.26,2.313,0.541,164.107,0.33,5.376,5.357,1.562,25.464,5.992,0.0
2612,1992-10-01,2020-09-30,28,5.513,1.017,1.326,3.543,0.375,219.071,0.394,23.639,35.786,3.055,138.893,11.821,0.0
2613,1995-10-01,2020-09-30,25,2.46,0.675,1.097,1.02,0.825,208.76,1.245,4.43,0.0,0.0,0.0,0.0,0.0
2615,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2617,1994-10-01,2020-09-30,26,1.754,0.776,0.506,1.695,0.793,241.462,0.646,4.253,0.0,0.0,0.0,0.0,0.0
2620,2006-10-01,2020-09-30,14,2.004,0.536,0.6,2.285,0.737,248.071,0.654,4.653,1.286,1.059,0.0,0.0,0.0
2623,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2629,2004-10-01,2020-09-30,16,3.162,0.624,1.443,2.089,0.604,181.5,0.815,9.146,3.75,1.818,2.25,3.0,0.0
2630,2006-10-01,2020-09-30,14,1.312,0.374,1.81,2.189,0.675,223.286,0.328,4.049,1.147,2.0,4.659,3.824,0.0
2631,2010-10-01,2020-09-30,10,5.878,1.287,0.721,4.502,0.589,262.5,0.533,19.341,10.499,1.81,106.985,59.444,0.0
2634,1981-10-01,2020-09-30,39,2.732,0.617,1.455,2.275,0.548,201.308,0.536,7.886,3.051,1.24,19.795,5.437,0.0
2635,1981-10-01,2020-09-30,39,3.819,0.707,1.241,2.76,0.473,211.436,0.502,13.202,8.205,1.356,51.871,7.781,0.0
2640,2019-10-01,2020-09-30,1,1.425,0.495,NaN,1.765,0.577,138.0,0.45,4.79,0.998,1.0,0.0,0.0,0.0
2642,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2644,2019-10-01,2020-09-30,1,3.246,1.038,NaN,2.298,0.733,246.0,0.834,7.153,0.0,0.0,0.0,0.0,0.0
3001,1996-10-01,2017-09-30,21,2.847,0.815,1.377,1.574,0.765,238.905,1.03,6.646,0.048,1.0,0.429,1.125,0.0
3002,1996-10-01,2016-09-30,20,4.275,1.225,0.891,0.691,0.872,198.4,2.277,6.432,0.0,0.0,0.0,0.0,0.0
3003,1996-10-01,2016-09-30,20,4.481,1.106,1.01,1.44,0.764,233.2,1.435,9.22,0.05,1.0,1.6,1.231,0.0
3004,1991-10-01,2017-09-30,26,3.512,1.001,0.613,0.886,0.795,195.038,1.387,5.615,0.0,0.0,1.5,2.438,0.0
3005,1996-10-01,2016-09-30,20,2.183,0.515,1.71,1.508,0.671,220.25,0.761,5.652,2.4,1.655,3.35,9.571,0.0
3006,1990-10-01,2017-09-30,27,3.123,0.857,1.169,1.506,0.772,237.407,1.2,6.863,0.074,1.0,0.111,1.0,0.0
3007,1984-10-01,2017-09-30,33,3.109,0.651,1.277,2.37,0.5,211.545,0.528,9.394,5.212,1.313,29.031,5.669,0.0
3008,1998-10-01,2017-09-30,19,2.803,0.557,1.366,2.884,0.46,215.211,0.369,8.745,5.263,1.449,51.998,5.846,0.0
3009,1985-10-01,2017-09-30,32,2.059,0.509,1.443,1.675,0.727,234.438,0.696,4.928,0.438,1.556,0.594,2.375,0.0
3010,1996-10-01,2016-09-30,20,2.146,0.523,1.614,1.747,0.57,205.05,0.567,5.869,4.05,1.528,3.7,4.111,0.0
3011,1996-10-01,2016-09-30,20,3.675,0.675,1.305,2.599,0.466,209.95,0.538,11.338,6.6,1.282,42.45,4.717,0.0
3012,1996-10-01,2016-09-30,20,2.889,0.643,1.327,2.558,0.424,175.45,0.421,10.587,12.6,1.457,43.65,5.196,0.0
3013,1996-10-01,2016-09-30,20,5.255,0.978,1.228,2.813,0.545,221.35,0.737,16.451,4.75,1.727,44.0,7.857,0.0
3014,1981-10-01,2017-09-30,36,2.879,0.581,1.502,2.596,0.411,198.694,0.311,10.658,13.722,1.534,60.278,5.411,0.0
3015,1982-10-01,2017-09-30,35,3.671,0.659,1.345,2.66,0.418,205.771,0.393,13.068,11.628,1.408,60.827,6.299,0.0
3016,1996-10-01,2016-09-30,20,4.645,0.796,1.034,2.941,0.407,216.25,0.49,15.969,11.55,1.375,65.3,6.046,0.0
3017,1996-10-01,2016-09-30,20,4.908,0.87,1.057,2.202,0.558,212.0,0.852,13.613,1.4,1.217,26.65,2.526,0.0
3018,1996-10-01,2016-09-30,20,3.364,0.815,0.77,2.009,0.763,239.15,1.078,7.766,0.3,1.2,0.0,0.0,0.0
3019,1985-10-01,2017-09-30,32,0.9,0.246,1.865,1.0,0.699,234.688,0.407,2.703,6.156,2.775,0.0,0.0,0.0
3020,1996-10-01,2016-09-30,20,3.78,0.749,1.203,2.355,0.445,177.8,0.651,13.414,10.5,1.391,32.0,4.444,0.0
3021,1996-10-01,2016-09-30,20,5.024,0.896,1.135,2.737,0.558,226.4,0.8,15.154,2.65,1.325,39.3,8.452,0.0
3022,1996-10-01,2016-09-30,20,4.926,0.963,0.666,2.48,0.668,231.15,1.141,12.819,0.35,1.167,6.9,5.52,0.0
3023,1991-10-01,2017-09-30,26,3.716,0.624,1.198,2.546,0.475,205.0,0.532,11.924,6.769,1.333,44.805,6.401,0.0
3024,1996-10-01,2016-09-30,20,2.712,0.458,1.224,2.487,0.483,193.55,0.459,8.812,7.15,1.324,33.8,5.16,0.0
3025,1996-10-01,2016-09-30,20,3.772,0.989,0.699,2.175,0.736,243.5,1.101,9.769,0.05,1.0,0.0,0.0,0.0
3026,1998-10-01,2016-09-30,18,10.772,1.718,0.428,2.595,0.548,211.0,2.223,33.07,1.444,1.238,16.832,5.411,0.0
3027,1996-10-01,2016-09-30,20,4.913,0.886,1.173,2.728,0.583,227.75,0.829,14.571,2.15,1.387,30.05,8.122,0.0
3028,1996-10-01,2017-09-30,21,5.775,0.887,0.95,2.987,0.443,210.857,0.627,20.356,10.81,1.465,66.526,7.314,0.0
3029,1996-10-01,2016-09-30,20,5.835,0.956,1.07,3.499,0.492,229.4,0.641,19.864,7.75,1.435,70.85,8.747,0.0
3030,1996-10-01,2016-09-30,20,5.456,0.97,1.076,3.106,0.583,234.85,0.846,17.241,3.45,1.353,44.2,11.481,0.0
3031,1998-10-01,2017-09-30,19,5.121,1.213,0.728,2.171,0.75,243.368,1.48,13.411,0.053,1.0,1.368,4.333,0.0
3032,1981-10-01,2017-09-30,36,2.282,0.85,0.671,3.334,0.666,252.5,0.386,7.502,2.528,2.676,45.167,17.116,0.0
3033,1981-10-01,2017-09-30,36,2.348,0.889,1.239,1.856,0.671,251.139,0.411,6.195,0.056,1.0,26.111,1.725,0.0
4001,1986-10-01,2018-09-30,32,2.684,0.587,1.188,2.038,0.634,145.719,0.622,7.683,1.938,1.879,9.406,4.934,0.0
4002,1983-10-01,2018-09-30,35,3.135,0.662,1.423,2.324,0.581,147.029,0.548,9.468,3.714,1.97,27.599,6.708,0.0
4003,1981-10-01,2018-09-30,37,2.628,0.693,1.143,2.11,0.618,152.0,0.559,7.642,2.27,2.625,14.189,5.585,0.0
4004,1981-10-01,2018-09-30,37,1.241,0.42,1.607,2.025,0.647,152.811,0.3,3.52,2.838,1.875,6.649,5.591,0.0
4005,1981-10-01,2018-09-30,37,1.54,0.478,1.516,2.839,0.536,138.216,0.206,5.123,10.135,2.698,50.001,9.158,0.0
4006,1985-10-01,2018-09-30,33,1.519,0.467,1.639,1.879,0.623,149.394,0.355,4.549,2.909,2.043,10.485,7.362,0.0
4007,1990-10-01,2018-09-30,28,0.344,0.149,1.652,1.492,0.782,166.5,0.124,0.79,0.321,1.125,0.0,0.0,0.0
4008,1987-10-01,2018-09-30,31,0.547,0.24,1.601,1.29,0.736,166.0,0.227,1.33,1.064,1.222,3.742,23.2,0.009
4009,1987-10-01,2018-09-30,31,0.529,0.223,1.892,1.289,0.736,166.0,0.22,1.286,1.064,1.222,3.742,23.2,0.009
4010,1985-10-01,2018-09-30,33,2.797,0.766,1.045,1.204,0.874,228.939,1.462,4.963,0.0,0.0,0.0,0.0,0.0
4011,1985-10-01,2018-09-30,33,0.973,0.377,1.826,1.42,0.699,165.455,0.364,2.375,0.939,1.476,0.0,0.0,0.0
4012,1982-10-01,2018-09-30,34,1.057,0.392,1.049,1.485,0.676,167.941,0.369,2.651,0.912,1.292,0.147,1.667,0.0
4013,1987-10-01,2018-09-30,31,1.221,0.451,1.151,1.691,0.595,157.29,0.386,3.632,4.0,1.425,0.0,0.0,0.0
4014,1982-10-01,2018-09-30,36,1.243,0.455,1.295,2.087,0.558,159.472,0.265,3.798,5.389,1.617,13.194,4.241,0.0
4015,1981-10-01,2018-09-30,37,1.239,0.441,1.366,1.423,0.661,167.811,0.413,3.246,1.0,1.276,0.135,2.5,0.0
4016,1981-10-01,2018-09-30,37,2.685,0.638,1.241,2.105,0.571,172.351,0.685,7.671,2.351,1.338,4.297,4.818,0.0
4017,1981-10-01,2018-09-30,37,1.667,0.52,1.433,1.547,0.663,169.946,0.623,4.234,0.405,1.364,0.0,0.0,0.0
4018,1985-10-01,2018-09-30,33,0.94,0.368,1.515,1.551,0.693,169.485,0.313,2.314,0.394,1.444,1.121,2.176,0.0
4019,2010-10-01,2020-09-30,10,2.011,0.514,1.71,2.479,0.48,161.3,0.298,6.472,7.801,1.444,37.205,4.326,0.0
4020,1981-10-01,2018-09-30,37,2.73,0.627,1.368,2.388,0.542,174.459,0.698,8.381,4.108,1.462,1.676,3.875,0.0
4021,1983-10-01,2018-09-30,35,2.939,0.633,1.251,1.994,0.543,177.086,0.799,8.796,4.771,1.369,2.0,4.118,0.0
4022,1996-10-01,2018-09-30,22,2.435,0.61,1.032,2.413,0.448,161.409,0.388,8.576,11.592,1.594,39.821,5.725,0.0
4023,1981-10-01,2018-09-30,37,3.211,0.645,1.173,2.013,0.541,179.703,0.772,9.859,3.843,1.291,6.171,3.8,0.0
4024,1981-10-01,2018-09-30,37,4.682,0.771,1.233,2.445,0.515,202.0,0.861,15.095,4.487,1.23,23.784,5.867,0.0
4025,1983-10-01,2018-09-30,35,2.782,0.577,1.38,2.616,0.471,179.8,0.368,9.492,8.771,1.607,46.056,7.902,0.0
4026,1981-10-01,2018-09-30,36,3.451,0.684,1.333,2.603,0.464,178.806,0.531,11.886,8.639,1.481,40.083,6.5,0.0
5001,1990-10-01,2018-09-30,22,1.844,0.45,1.504,3.423,0.478,136.091,0.089,6.369,10.882,1.975,95.205,12.828,0.0
5002,1994-10-01,2018-09-30,23,17.849,3.65,1.684,3.944,0.427,146.435,0.0,65.964,13.571,1.753,110.571,13.741,0.076
5003,1981-10-01,2018-09-30,35,1.174,0.339,1.372,4.255,0.402,134.429,0.02,4.681,22.119,2.25,127.999,10.741,0.007
5004,1981-10-01,1983-09-30,2,2.243,0.367,-1.281,2.144,0.573,150.5,0.371,6.749,0.0,0.0,27.037,7.571,0.0
5005,1995-10-01,2018-09-30,18,2.649,0.616,1.128,4.103,0.335,145.611,0.089,11.25,30.024,2.004,128.843,10.189,0.009
5006,1981-10-01,2018-09-30,27,56.163,12.024,1.031,3.955,0.433,166.185,5.517,187.109,7.668,1.689,85.013,8.718,0.0
5007,1993-10-01,1995-09-30,2,1.579,0.278,2.146,3.102,0.41,152.5,0.0,5.292,15.01,2.0,97.066,7.462,0.059
5008,1981-10-01,2007-09-30,20,2.047,0.525,0.483,2.642,0.573,157.25,0.276,6.071,0.754,1.0,40.717,6.864,0.0
5009,1981-10-01,2018-09-30,37,2.181,0.463,1.131,3.547,0.436,153.973,0.218,7.681,11.843,2.047,80.902,7.633,0.0
5010,1999-10-01,2016-09-30,9,2.306,0.536,1.7,3.421,0.503,152.889,0.143,7.572,6.363,1.583,78.922,8.838,0.0
5011,1992-10-01,2011-09-30,17,1.51,0.342,1.241,3.322,0.489,139.588,0.133,4.975,3.546,2.222,68.558,9.915,0.0
5012,1983-10-01,2017-09-30,31,2.198,0.485,1.223,3.015,0.518,156.645,0.434,7.088,5.041,2.229,19.906,11.0,0.0
5013,1986-10-01,2016-09-30,23,1.784,0.396,1.581,3.73,0.475,149.304,0.219,6.134,6.707,2.702,75.602,10.585,0.0
5014,1981-10-01,2018-09-30,37,1.913,0.423,1.247,3.271,0.499,150.162,0.301,6.454,6.487,2.553,46.001,11.738,0.0
5015,1981-10-01,2018-09-30,37,1.454,0.449,1.586,3.036,0.509,146.622,0.173,4.829,8.727,1.66,66.724,7.416,0.0
5016,1999-10-01,2018-09-30,14,5.302,1.245,1.236,3.219,0.492,152.357,0.642,18.889,10.158,2.448,64.094,11.636,0.0
5017,1992-10-01,2018-09-30,24,2.516,0.514,0.921,2.677,0.541,186.458,0.414,8.136,5.837,1.609,33.898,6.254,0.0
5018,2001-10-01,2018-09-30,17,1.086,0.324,2.101,2.387,0.635,155.235,0.192,3.153,2.647,1.364,24.413,5.321,0.0
5019,1992-10-01,2018-09-30,24,2.013,0.447,1.178,3.099,0.465,175.625,0.187,6.984,8.474,1.515,70.378,7.664,0.0
5020,1994-10-01,2018-09-30,19,2.667,0.596,1.348,2.598,0.539,164.842,0.536,8.503,6.219,1.388,17.709,5.169,0.0
5021,1981-10-01,2011-09-30,23,1.418,0.317,1.589,3.695,0.41,145.435,0.045,5.475,16.533,3.762,100.243,12.19,0.004
5022,2011-10-01,2018-09-30,7,1.902,0.427,1.846,2.152,0.504,204.429,0.417,6.576,8.145,1.583,13.718,6.857,0.0
5023,1981-10-01,2018-09-30,26,3.337,0.682,1.083,2.334,0.616,198.308,0.769,9.309,1.0,1.3,9.928,4.031,0.0
5024,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5025,2011-10-01,2018-09-30,7,0.082,0.019,2.026,3.01,0.587,229.714,0.011,0.26,0.714,2.5,52.281,8.318,0.0
5026,1981-10-01,2018-09-30,34,3.701,0.757,1.229,2.34,0.635,202.206,0.88,10.199,0.559,1.583,6.914,5.732,0.0
5027,1986-10-01,2018-09-30,25,4.138,0.928,0.669,2.847,0.743,256.72,1.011,9.854,0.0,0.0,7.376,4.381,0.0
5028,1981-10-01,1988-09-30,7,3.311,0.571,1.722,2.822,0.682,212.571,0.322,10.9,1.582,1.571,61.283,10.923,0.0
5029,1993-10-01,2014-09-30,16,3.07,0.685,1.284,2.094,0.656,204.438,0.901,8.148,0.125,1.0,0.438,7.0,0.0
5030,1993-10-01,2017-09-30,20,1.988,0.464,1.296,3.502,0.511,147.6,0.199,5.855,2.421,2.286,73.827,3.421,0.0
5031,1982-10-01,2018-09-30,30,4.388,0.936,0.214,3.918,0.701,281.533,0.724,13.441,0.968,1.208,42.323,11.633,0.0
5032,1981-10-01,2018-09-30,37,2.19,0.517,1.634,3.45,0.529,148.405,0.342,6.676,3.216,2.644,46.758,5.635,0.0
6001,2003-10-01,2009-09-30,6,8.087,2.198,1.264,4.61,0.674,273.333,0.647,26.665,9.173,2.619,106.073,28.909,0.0
6002,2013-10-01,2018-09-30,4,1.437,0.345,0.148,1.663,0.557,235.0,0.319,5.198,6.5,1.444,11.25,2.5,0.0
6003,2013-10-01,2018-09-30,5,2.075,0.538,2.897,1.666,0.606,178.6,0.454,5.932,13.002,5.909,12.202,5.545,0.0
6004,2003-10-01,2017-09-30,11,2.912,0.744,2.551,2.348,0.598,214.727,0.475,9.345,5.77,2.625,30.132,5.576,0.0
6005,2003-10-01,2018-09-30,15,1.164,0.297,1.027,1.346,0.672,218.533,0.379,3.44,5.091,2.375,10.449,13.0,0.0
6006,2013-10-01,2018-09-30,5,1.672,0.415,0.107,1.783,0.721,235.2,0.579,4.461,1.002,1.667,0.0,0.0,0.0
6007,2000-10-01,2018-09-30,18,3.752,0.924,1.2,1.513,0.715,211.333,1.298,8.789,2.005,1.714,2.451,7.333,0.0
6008,2002-10-01,2018-09-30,16,3.822,0.808,1.259,2.428,0.602,188.875,0.632,10.751,4.385,2.593,29.315,8.069,0.0
6009,2003-10-01,2017-09-30,14,4.015,0.742,1.914,4.509,0.318,191.714,0.127,15.376,26.897,2.667,155.228,12.056,0.0
6010,2007-10-01,2012-09-30,5,3.973,0.667,0.664,1.48,0.494,198.4,1.002,12.617,12.195,2.103,4.998,3.571,0.0
6011,2014-10-01,2019-09-30,4,3.878,0.81,0.997,1.392,0.697,204.25,1.165,10.371,0.0,0.0,0.0,0.0,0.0
