# Hydrological signatures calculated with simulation-based data. Only years with complete hydrological year are used (5% missing values are tolerated per hydrological year).
gauge_id,sign_start_date,sign_end_date,sign_number_of_years,q_mean,runoff_ratio,stream_elas,slope_fdc,baseflow_index_landson,hfd_mean,Q5,Q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq
2480,1981-10-01,2020-09-30,39,2.492,0.659,1.47,1.699,0.598,160.897,0.59,7.3,3.333,1.97,9.256,11.645,0.0
2481,1981-10-01,2020-09-30,39,4.129,0.829,0.994,2.357,0.674,239.769,0.78,10.55,0.308,1.5,21.461,9.847,0.0
2484,1981-10-01,2020-09-30,39,2.721,0.645,1.593,2.078,0.554,184.923,0.54,7.52,3.077,1.558,18.769,9.76,0.0
2485,1981-10-01,2020-09-30,39,1.615,0.51,1.719,1.983,0.612,138.436,0.26,4.85,2.487,1.98,27.743,19.321,0.0
2486,1981-10-01,2020-09-30,39,2.715,0.652,1.603,2.754,0.504,170.538,0.39,8.6,5.461,1.718,39.358,8.722,0.0
2487,1981-10-01,2020-09-30,39,2.492,0.647,1.518,2.029,0.592,190.744,0.59,6.858,1.82,1.578,12.025,9.38,0.0
2488,1981-10-01,2020-09-30,39,3.295,0.769,1.135,1.708,0.681,221.128,0.96,8.57,0.333,1.857,3.333,8.125,0.0
2490,1981-10-01,2020-09-30,39,2.809,0.674,1.261,2.036,0.595,158.949,0.56,7.838,1.641,1.73,18.461,11.613,0.0
2491,1981-10-01,2020-09-30,39,4.141,0.813,0.926,1.963,0.665,233.385,0.95,11.03,0.59,1.353,12.154,11.85,0.0
2493,1981-10-01,2020-09-30,39,3.747,0.7,1.43,2.294,0.572,169.641,0.6,11.15,3.103,1.704,29.307,14.468,0.0
2494,1981-10-01,2020-09-30,39,4.255,0.801,1.135,2.881,0.561,241.103,0.64,13.448,7.923,2.207,43.127,14.134,0.0
2497,1981-10-01,2020-09-30,39,1.823,0.551,1.355,1.108,0.721,162.897,0.63,4.53,0.538,1.75,1.231,16.0,0.0
2498,1981-10-01,2020-09-30,39,3.672,0.804,1.11,2.475,0.635,244.923,0.76,10.9,2.692,1.81,16.41,16.0,0.0
2500,1981-10-01,2020-09-30,39,1.601,0.524,1.635,1.119,0.708,159.026,0.58,3.99,1.179,1.533,0.462,9.0,0.0
2602,1981-10-01,2020-09-30,39,3.203,0.779,1.191,2.497,0.639,245.949,0.58,9.808,1.846,1.674,24.794,15.109,0.0
2603,1981-10-01,2020-09-30,39,2.147,0.587,1.394,1.473,0.636,174.462,0.65,5.71,1.897,1.85,2.718,11.778,0.0
2604,1981-10-01,2020-09-30,39,2.775,0.656,1.464,2.089,0.517,179.333,0.44,8.382,4.205,1.691,28.102,8.911,0.0
2605,1981-10-01,2020-09-30,39,4.645,0.824,1.096,2.709,0.506,229.282,0.64,16.218,13.487,2.369,47.615,13.555,0.0
2606,1981-10-01,2020-09-30,39,2.911,0.742,1.074,2.065,0.709,238.154,0.78,6.66,0.051,1.0,4.513,6.769,0.0
2607,1981-10-01,2020-09-30,39,4.516,0.87,1.163,3.679,0.615,258.333,0.41,16.218,7.128,3.159,95.434,40.457,0.0
2608,1981-10-01,2020-09-30,39,1.836,0.57,1.418,1.646,0.587,157.513,0.33,5.34,1.974,1.925,21.307,15.981,0.0
2609,1981-10-01,2020-09-30,39,3.249,0.701,1.438,2.081,0.546,192.179,0.61,9.77,3.538,1.551,20.743,11.082,0.0
2610,1981-10-01,2020-09-30,39,1.852,0.554,1.487,1.608,0.633,153.513,0.44,5.318,1.769,1.865,10.59,14.241,0.0
2612,1981-10-01,2020-09-30,39,4.599,0.817,1.157,2.764,0.473,225.667,0.56,16.808,16.538,2.51,58.563,14.831,0.0
2613,1981-10-01,2020-09-30,39,2.483,0.655,1.221,1.495,0.712,208.282,0.92,5.34,0.128,1.25,0.769,4.286,0.0
2615,1981-10-01,2020-09-30,39,2.487,0.656,1.214,1.495,0.712,208.949,0.92,5.358,0.128,1.25,0.795,4.429,0.0
2617,1981-10-01,2020-09-30,39,1.794,0.675,1.059,1.884,0.687,244.282,0.46,5.28,1.128,1.692,2.564,16.667,0.0
2620,1981-10-01,2020-09-30,39,4.371,1.017,0.852,4.397,0.648,263.128,0.34,12.89,1.641,1.561,94.511,22.476,0.0
2623,1981-10-01,2020-09-30,39,5.32,0.88,0.791,5.181,0.64,271.026,0.4,17.87,6.051,3.371,121.229,43.778,0.0
2629,1981-10-01,2020-09-30,39,3.389,0.725,1.254,1.79,0.54,195.564,0.83,10.24,8.384,2.271,6.641,9.962,0.0
2630,1981-10-01,2020-09-30,39,2.523,0.69,1.357,2.354,0.586,212.949,0.48,8.128,1.974,2.2,20.743,10.112,0.0
2631,1981-10-01,2020-09-30,39,5.688,0.984,0.775,4.928,0.62,276.692,0.55,20.208,12.846,3.112,118.69,34.037,0.0
2634,1981-10-01,2020-09-30,39,2.264,0.615,1.569,1.918,0.603,185.513,0.53,6.05,1.795,1.591,12.461,9.346,0.0
2635,1981-10-01,2020-09-30,39,3.302,0.687,1.351,1.912,0.521,193.308,0.59,10.946,5.795,1.808,23.897,11.229,0.0
2640,1981-10-01,2020-09-30,39,1.719,0.536,1.546,1.586,0.663,148.795,0.45,4.76,1.487,2.071,5.949,12.889,0.0
2642,1981-10-01,2020-09-30,39,1.879,0.549,1.557,1.971,0.629,151.769,0.38,5.29,1.897,1.542,17.282,12.717,0.0
2644,1981-10-01,2020-09-30,39,3.403,0.855,1.011,4.302,0.606,253.385,0.15,11.49,2.923,2.235,108.896,45.181,0.0
3001,1981-10-01,2020-09-30,39,2.959,0.753,1.186,2.206,0.658,241.923,0.62,8.59,1.0,1.56,15.384,12.0,0.0
3002,1981-10-01,2020-09-30,39,2.328,0.625,1.263,1.633,0.578,180.769,0.6,6.17,2.538,1.707,7.102,7.103,0.0
3003,1981-10-01,2020-09-30,39,3.337,0.756,1.19,2.065,0.66,231.385,0.73,9.01,0.615,1.6,13.974,10.9,0.0
3004,1981-10-01,2020-09-30,39,2.388,0.644,1.388,1.605,0.575,189.718,0.63,6.27,2.667,1.763,6.769,7.543,0.0
3005,1981-10-01,2020-09-30,39,2.608,0.696,1.279,2.044,0.619,210.077,0.53,7.19,1.103,1.87,17.615,12.053,0.0
3006,1981-10-01,2020-09-30,39,3.018,0.748,1.194,2.11,0.67,238.462,0.69,8.37,0.744,1.45,12.051,10.93,0.0
3007,1981-10-01,2020-09-30,39,2.873,0.69,1.405,1.933,0.566,194.564,0.71,7.628,2.436,1.667,8.615,8.195,0.0
3008,1981-10-01,2020-09-30,39,2.728,0.667,1.381,1.965,0.55,196.897,0.64,7.53,3.333,1.711,11.256,8.283,0.0
3009,1981-10-01,2020-09-30,39,3.445,0.766,1.184,2.109,0.657,232.744,0.71,9.59,0.641,1.667,16.871,12.185,0.0
3010,1981-10-01,2020-09-30,39,2.579,0.665,1.464,1.756,0.561,188.282,0.65,7.04,2.897,1.638,8.282,6.872,0.0
3011,1981-10-01,2020-09-30,39,3.099,0.707,1.358,2.051,0.558,197.821,0.74,8.308,2.359,1.704,9.82,8.907,0.0
3012,1981-10-01,2020-09-30,39,2.656,0.649,1.533,1.933,0.544,178.0,0.56,7.44,3.487,1.915,15.872,7.738,0.0
3013,1981-10-01,2020-09-30,39,3.33,0.745,1.255,2.147,0.586,206.256,0.69,9.65,1.513,1.788,16.615,12.0,0.0
3014,1981-10-01,2020-09-30,39,2.643,0.655,1.328,1.999,0.513,194.692,0.55,7.54,5.102,1.877,15.743,7.31,0.0
3015,1981-10-01,2020-09-30,39,3.163,0.699,1.426,2.232,0.526,192.487,0.67,9.118,3.692,1.674,15.487,7.947,0.0
3016,1981-10-01,2020-09-30,39,3.323,0.727,1.287,2.156,0.554,200.103,0.752,9.258,2.359,1.614,12.179,9.135,0.0
3017,1981-10-01,2020-09-30,39,3.71,0.742,1.344,2.133,0.597,204.026,0.89,9.738,1.179,1.484,10.333,9.372,0.0
3018,1981-10-01,2020-09-30,39,3.439,0.789,1.023,2.396,0.665,236.59,0.55,9.56,0.59,1.438,29.538,14.4,0.0
3019,1981-10-01,2020-09-30,39,3.503,0.784,0.975,2.318,0.652,239.872,0.6,10.578,0.949,1.947,26.897,14.176,0.0
3020,1981-10-01,2020-09-30,39,3.093,0.687,1.509,2.111,0.527,178.641,0.64,8.83,4.359,1.848,16.025,7.716,0.0
3021,1981-10-01,2020-09-30,39,3.992,0.771,1.195,2.186,0.605,220.179,0.81,11.76,1.282,1.852,17.205,11.772,0.0
3022,1981-10-01,2020-09-30,39,3.919,0.778,1.288,2.254,0.625,225.41,0.77,11.478,1.128,1.833,18.846,13.611,0.0
3023,1981-10-01,2020-09-30,39,3.805,0.74,1.326,2.212,0.57,200.0,0.87,10.55,1.82,1.543,11.666,9.286,0.0
3024,1981-10-01,2020-09-30,39,3.751,0.741,1.369,2.308,0.561,193.436,0.82,10.52,2.333,1.596,13.615,7.809,0.0
3025,1981-10-01,2020-09-30,39,3.521,0.771,1.127,2.314,0.638,232.205,0.59,10.348,1.385,1.929,26.359,16.062,0.0
3026,1981-10-01,2020-09-30,39,3.992,0.757,1.306,2.335,0.555,200.59,0.81,12.088,3.077,1.667,16.948,10.492,0.0
3027,1981-10-01,2020-09-30,39,4.146,0.778,1.154,2.27,0.601,224.205,0.76,12.758,1.692,1.833,21.615,14.288,0.0
3028,1981-10-01,2020-09-30,39,3.989,0.758,1.33,2.376,0.549,202.128,0.76,12.258,3.436,1.861,20.641,10.592,0.0
3029,1981-10-01,2020-09-30,39,4.513,0.794,1.27,2.407,0.577,218.308,0.77,14.07,2.769,1.895,25.153,15.823,0.0
3030,1981-10-01,2020-09-30,39,4.385,0.793,0.929,2.311,0.608,233.462,0.73,13.708,2.513,1.96,26.128,16.705,0.0
3031,1981-10-01,2020-09-30,39,4.075,0.802,1.131,2.465,0.64,237.308,0.58,12.32,1.359,2.304,33.615,18.465,0.0
3032,1981-10-01,2020-09-30,39,2.136,0.718,1.222,2.951,0.587,243.538,0.16,7.87,7.205,4.323,80.563,40.805,0.0
3033,1981-10-01,2020-09-30,39,2.737,0.818,1.095,3.574,0.657,257.026,0.36,8.608,2.051,1.905,62.896,29.202,0.0
4001,1981-10-01,2020-09-30,39,2.332,0.641,1.457,1.442,0.634,154.359,0.72,6.348,2.538,1.833,2.359,8.364,0.0
4002,1981-10-01,2020-09-30,39,2.712,0.68,1.392,1.574,0.621,155.333,0.8,7.68,3.051,1.951,2.897,11.3,0.0
4003,1981-10-01,2020-09-30,39,2.237,0.637,1.468,1.415,0.631,153.949,0.63,6.58,3.205,2.232,4.872,11.875,0.0
4004,1981-10-01,2020-09-30,39,1.79,0.591,1.445,1.566,0.657,148.128,0.51,5.078,2.026,1.837,3.282,16.0,0.0
4005,1981-10-01,2020-09-30,39,1.89,0.626,1.377,1.294,0.642,153.436,0.6,5.52,2.744,1.945,1.538,8.571,0.0
4006,1981-10-01,2020-09-30,39,2.091,0.634,1.418,1.463,0.646,152.949,0.64,5.838,2.385,1.824,2.615,17.0,0.0
4007,1981-10-01,2020-09-30,39,1.333,0.508,1.532,1.673,0.669,144.103,0.33,3.74,0.744,1.526,8.461,13.2,0.0
4008,1981-10-01,2020-09-30,39,1.364,0.513,1.297,1.586,0.679,146.026,0.37,3.75,0.692,1.588,5.615,15.643,0.0
4009,1981-10-01,2020-09-30,39,1.552,0.535,1.622,1.741,0.635,142.641,0.33,4.47,1.231,1.548,15.615,12.18,0.0
4010,1981-10-01,2020-09-30,39,2.744,0.695,1.231,1.74,0.686,224.051,0.85,6.46,0.385,1.25,2.026,5.643,0.0
4011,1981-10-01,2020-09-30,39,1.684,0.555,1.782,1.884,0.596,143.487,0.29,4.93,1.59,1.676,26.692,11.074,0.0
4012,1981-10-01,2020-09-30,39,1.825,0.575,1.838,1.802,0.595,147.821,0.34,5.218,1.538,1.538,22.153,9.495,0.0
4013,1981-10-01,2020-09-30,39,1.929,0.588,1.68,1.801,0.593,149.513,0.36,5.51,1.667,1.585,21.974,9.739,0.0
4014,1981-10-01,2020-09-30,39,1.918,0.585,1.533,1.845,0.585,148.692,0.35,5.62,1.564,1.649,22.743,9.538,0.0
4015,1981-10-01,2020-09-30,39,2.042,0.598,1.775,1.731,0.592,155.897,0.42,5.8,1.641,1.524,15.897,8.158,0.0
4016,1981-10-01,2020-09-30,39,2.718,0.656,1.611,1.919,0.567,171.385,0.6,7.438,2.692,1.694,14.025,7.704,0.0
4017,1981-10-01,2020-09-30,39,2.148,0.602,1.698,1.642,0.585,165.385,0.48,6.128,2.179,1.735,12.769,9.222,0.0
4018,1981-10-01,2020-09-30,39,2.029,0.598,1.735,1.688,0.599,153.692,0.42,5.728,1.641,1.488,16.538,8.377,0.0
4019,1981-10-01,2020-09-30,39,2.368,0.624,1.569,1.87,0.543,174.385,0.48,6.76,3.564,1.829,18.179,7.463,0.0
4020,1981-10-01,2020-09-30,39,2.863,0.668,1.608,1.948,0.562,173.385,0.63,7.92,3.0,1.773,14.179,8.919,0.0
4021,1981-10-01,2020-09-30,39,2.964,0.675,1.629,2.037,0.549,173.051,0.63,8.22,3.385,1.833,15.692,8.5,0.0
4022,1981-10-01,2020-09-30,39,2.676,0.646,1.632,1.796,0.565,169.718,0.58,7.39,3.308,1.697,15.231,10.421,0.0
4023,1981-10-01,2020-09-30,39,3.122,0.689,1.561,2.142,0.536,174.923,0.65,8.99,4.051,1.859,16.282,7.744,0.0
4024,1981-10-01,2020-09-30,39,3.724,0.747,1.34,2.254,0.551,192.718,0.81,10.78,2.769,1.688,13.641,7.94,0.0
4025,1981-10-01,2020-09-30,39,3.03,0.685,1.516,2.069,0.547,177.385,0.65,8.588,3.436,1.787,14.128,7.986,0.0
4026,1981-10-01,2020-09-30,39,3.134,0.693,1.491,2.121,0.547,178.718,0.67,8.998,3.436,1.836,14.282,8.072,0.0
5001,1981-10-01,2020-09-30,39,2.94,0.691,1.276,2.048,0.594,170.795,0.62,8.358,1.538,1.714,15.256,10.818,0.0
5002,1981-10-01,2020-09-30,39,3.336,0.722,1.326,2.129,0.578,183.231,0.68,9.82,2.41,1.808,17.025,10.54,0.0
5003,1981-10-01,2020-09-30,39,2.083,0.609,1.436,2.085,0.571,128.564,0.3,6.648,3.051,1.919,37.281,13.981,0.0
5004,1981-10-01,2020-09-30,39,4.573,0.75,1.412,2.193,0.562,168.923,0.93,13.84,4.385,1.763,16.948,10.661,0.0
5005,1981-10-01,2020-09-30,39,2.446,0.668,1.367,1.668,0.589,149.436,0.61,6.998,3.128,1.906,6.846,12.136,0.0
5006,1981-10-01,2020-09-30,39,3.237,0.744,1.26,1.849,0.563,162.538,0.86,8.99,4.461,2.203,5.026,11.529,0.0
5007,1981-10-01,2020-09-30,39,2.662,0.692,1.316,1.676,0.584,150.718,0.67,7.548,3.59,1.892,6.205,13.444,0.0
5008,1981-10-01,2020-09-30,39,2.294,0.632,1.407,1.965,0.589,139.282,0.41,6.73,2.103,1.822,23.025,12.472,0.0
5009,1981-10-01,2020-09-30,39,2.93,0.713,1.306,1.94,0.588,156.051,0.73,8.13,3.026,1.761,6.487,10.542,0.0
5010,1981-10-01,2020-09-30,39,2.31,0.669,1.308,1.726,0.594,143.359,0.542,6.668,2.744,1.945,9.333,10.4,0.0
5011,1981-10-01,2020-09-30,39,2.366,0.645,1.481,1.617,0.599,142.077,0.55,6.84,2.744,1.783,10.641,10.641,0.0
5012,1981-10-01,2020-09-30,39,2.743,0.693,1.323,1.896,0.596,153.256,0.68,7.58,2.615,1.619,6.718,10.917,0.0
5013,1981-10-01,2020-09-30,39,2.655,0.687,1.272,1.831,0.598,152.359,0.652,7.39,2.538,1.597,6.897,11.696,0.0
5014,1981-10-01,2020-09-30,39,2.668,0.688,1.288,1.855,0.597,152.564,0.65,7.45,2.538,1.623,7.051,11.458,0.0
5015,1981-10-01,2020-09-30,39,2.188,0.612,1.427,1.909,0.575,134.385,0.39,6.63,2.82,1.897,22.871,13.723,0.0
5016,1981-10-01,2020-09-30,39,2.236,0.662,1.302,1.787,0.6,153.205,0.56,6.508,2.231,2.231,6.59,12.85,0.0
5017,1981-10-01,2020-09-30,39,3.179,0.714,1.244,2.006,0.6,204.077,0.68,10.08,3.59,2.642,14.564,12.909,0.0
5018,1981-10-01,2020-09-30,39,2.264,0.61,1.418,1.973,0.578,132.59,0.39,6.838,2.795,1.847,26.0,13.0,0.0
5019,1981-10-01,2020-09-30,39,3.136,0.749,1.223,2.003,0.61,189.333,0.79,8.86,1.333,1.677,7.359,9.897,0.0
5020,1981-10-01,2020-09-30,39,2.592,0.665,1.4,2.018,0.594,160.974,0.55,7.278,1.897,1.609,15.538,12.625,0.0
5021,1981-10-01,2020-09-30,39,2.551,0.672,1.339,1.758,0.602,148.538,0.62,7.11,2.513,1.75,7.82,9.531,0.0
5022,1981-10-01,2020-09-30,39,3.115,0.733,1.238,2.056,0.651,198.641,0.92,7.718,0.462,2.0,2.846,6.938,0.0
5023,1981-10-01,2020-09-30,39,3.227,0.733,1.256,2.119,0.616,190.923,0.82,8.74,0.795,1.632,6.769,7.135,0.0
5024,1981-10-01,2020-09-30,39,2.589,0.684,1.317,1.588,0.599,155.282,0.66,7.25,3.077,1.846,6.333,11.227,0.0
5025,1981-10-01,2020-09-30,39,3.821,0.888,0.892,2.565,0.709,246.641,0.782,8.83,0.077,1.5,16.487,9.456,0.0
5026,1981-10-01,2020-09-30,39,3.311,0.743,1.169,2.11,0.619,197.385,0.85,9.12,0.718,1.647,7.102,8.147,0.0
5027,1981-10-01,2020-09-30,39,4.0,0.926,0.826,2.835,0.707,253.872,0.73,9.5,0.077,1.5,24.589,9.311,0.0
5028,1981-10-01,2020-09-30,39,3.129,0.734,1.373,2.264,0.582,175.846,0.69,8.51,1.41,1.375,13.692,8.476,0.0
5029,1981-10-01,2020-09-30,39,3.502,0.753,1.269,2.188,0.608,199.923,0.83,9.92,0.923,1.565,10.666,9.043,0.0
5030,1981-10-01,2020-09-30,39,2.54,0.671,1.362,1.735,0.607,149.59,0.63,7.048,2.461,1.778,6.615,9.556,0.0
5031,1981-10-01,2020-09-30,39,4.951,1.063,0.54,4.449,0.669,276.718,0.41,14.54,0.154,1.2,88.409,14.248,0.0
5032,1981-10-01,2020-09-30,39,2.533,0.668,1.413,1.66,0.615,150.59,0.65,6.968,2.231,1.74,5.872,10.905,0.0
6001,1981-10-01,2020-09-30,39,3.767,0.827,1.015,4.663,0.64,281.487,0.29,13.25,11.436,5.011,112.793,37.922,0.0
6002,1981-10-01,2020-09-30,39,3.484,0.793,1.112,3.025,0.651,250.923,0.58,10.148,2.154,1.826,32.897,13.227,0.0
6003,1981-10-01,2020-09-30,39,3.254,0.755,1.166,2.414,0.626,234.462,0.64,9.18,3.359,2.113,19.871,11.923,0.0
6004,1981-10-01,2020-09-30,39,3.433,0.756,1.246,2.304,0.573,224.282,0.65,10.808,6.538,2.576,21.436,12.667,0.0
6005,1981-10-01,2020-09-30,39,3.628,0.778,1.169,2.545,0.616,237.128,0.64,10.56,3.564,2.106,26.025,11.941,0.0
6006,1981-10-01,2020-09-30,39,3.809,0.789,1.144,2.785,0.606,244.795,0.57,11.92,4.179,2.09,40.486,14.486,0.0
6007,1981-10-01,2020-09-30,39,3.506,0.765,1.188,2.377,0.619,230.949,0.69,9.578,3.385,2.164,19.666,11.984,0.0
6008,1981-10-01,2020-09-30,39,3.515,0.719,1.294,1.855,0.529,185.282,0.74,10.18,8.41,2.294,15.948,12.694,0.0
6009,1981-10-01,2020-09-30,39,4.069,0.765,1.229,2.213,0.503,192.077,0.71,12.594,10.025,2.384,26.794,12.744,0.0
6010,1981-10-01,2020-09-30,39,3.908,0.751,1.201,2.08,0.481,186.897,0.67,12.768,11.923,2.422,28.23,12.802,0.0
6011,1981-10-01,2020-09-30,39,3.742,0.755,1.172,2.287,0.582,217.692,0.79,10.67,5.795,2.036,14.82,10.704,0.0
