date,discharge_vol(m3/s),discharge_spec(mm/d),waterlevel(m),precipitation(mm/d),temperature_min(degC),temperature_mean(degC),temperature_max(degC),rel_sun_dur(%),swe(mm)
1984-08-06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-08-07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-08-08,NaN,NaN,NaN,1.17,NaN,NaN,NaN,NaN,NaN
1984-08-09,NaN,NaN,NaN,7.09,NaN,NaN,NaN,NaN,NaN
1984-08-10,NaN,NaN,NaN,12.0,NaN,NaN,NaN,NaN,NaN
1984-08-11,NaN,NaN,NaN,2.83,NaN,NaN,NaN,NaN,NaN
1984-08-12,NaN,NaN,NaN,0.06,NaN,NaN,NaN,NaN,NaN
1984-08-13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-08-14,NaN,NaN,NaN,0.37,NaN,NaN,NaN,NaN,NaN
1984-08-15,NaN,NaN,NaN,8.99,NaN,NaN,NaN,NaN,NaN
1984-08-16,NaN,NaN,NaN,0.45,NaN,NaN,NaN,NaN,NaN
1984-08-17,NaN,NaN,NaN,1.05,NaN,NaN,NaN,NaN,NaN
1984-08-18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-08-19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-08-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-08-21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-08-22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-08-23,NaN,NaN,NaN,0.15,NaN,NaN,NaN,NaN,NaN
1984-08-24,NaN,NaN,NaN,0.19,NaN,NaN,NaN,NaN,NaN
1984-08-25,NaN,NaN,NaN,7.11,NaN,NaN,NaN,NaN,NaN
1984-08-26,NaN,NaN,NaN,4.29,NaN,NaN,NaN,NaN,NaN
1984-08-27,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-08-28,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-08-29,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-08-30,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-08-31,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-09-01,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-09-02,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-09-03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-09-04,NaN,NaN,NaN,3.66,NaN,NaN,NaN,NaN,NaN
1984-09-05,NaN,NaN,NaN,7.08,NaN,NaN,NaN,NaN,NaN
1984-09-06,NaN,NaN,NaN,6.51,NaN,NaN,NaN,NaN,NaN
1984-09-07,NaN,NaN,NaN,0.22,NaN,NaN,NaN,NaN,NaN
1984-09-08,NaN,NaN,NaN,0.15,NaN,NaN,NaN,NaN,NaN
1984-09-09,NaN,NaN,NaN,13.43,NaN,NaN,NaN,NaN,NaN
1984-09-10,NaN,NaN,NaN,5.02,NaN,NaN,NaN,NaN,NaN
1984-09-11,NaN,NaN,NaN,0.13,NaN,NaN,NaN,NaN,NaN
1984-09-12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-09-13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-09-14,NaN,NaN,NaN,15.11,NaN,NaN,NaN,NaN,NaN
1984-09-15,NaN,NaN,NaN,8.34,NaN,NaN,NaN,NaN,NaN
1984-09-16,NaN,NaN,NaN,9.38,NaN,NaN,NaN,NaN,NaN
1984-09-17,NaN,NaN,NaN,0.49,NaN,NaN,NaN,NaN,NaN
1984-09-18,NaN,NaN,NaN,1.09,NaN,NaN,NaN,NaN,NaN
1984-09-19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-09-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-09-21,NaN,NaN,NaN,4.24,NaN,NaN,NaN,NaN,NaN
1984-09-22,NaN,NaN,NaN,12.16,NaN,NaN,NaN,NaN,NaN
1984-09-23,NaN,NaN,NaN,13.03,NaN,NaN,NaN,NaN,NaN
1984-09-24,NaN,NaN,NaN,6.58,NaN,NaN,NaN,NaN,NaN
1984-09-25,NaN,NaN,NaN,5.79,NaN,NaN,NaN,NaN,NaN
1984-09-26,NaN,NaN,NaN,5.01,NaN,NaN,NaN,NaN,NaN
1984-09-27,NaN,NaN,NaN,1.78,NaN,NaN,NaN,NaN,NaN
1984-09-28,NaN,NaN,NaN,0.03,NaN,NaN,NaN,NaN,NaN
1984-09-29,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-09-30,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,NaN
1984-10-01,NaN,NaN,NaN,27.04,NaN,NaN,NaN,NaN,NaN
1984-10-02,NaN,NaN,NaN,0.07,NaN,NaN,NaN,NaN,NaN
1984-10-03,NaN,NaN,NaN,3.92,NaN,NaN,NaN,NaN,NaN
1984-10-04,NaN,NaN,NaN,1.97,NaN,NaN,NaN,NaN,NaN
1984-10-05,NaN,NaN,NaN,2.1,NaN,NaN,NaN,NaN,NaN
1984-10-06,NaN,NaN,NaN,1.44,NaN,NaN,NaN,NaN,NaN
1984-10-07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-10-08,NaN,NaN,NaN,1.79,NaN,NaN,NaN,NaN,NaN
1984-10-09,NaN,NaN,NaN,0.02,NaN,NaN,NaN,NaN,NaN
1984-10-10,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,NaN
1984-10-11,NaN,NaN,NaN,0.06,NaN,NaN,NaN,NaN,NaN
1984-10-12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-10-13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-10-14,NaN,NaN,NaN,0.03,NaN,NaN,NaN,NaN,NaN
1984-10-15,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,NaN
1984-10-16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-10-17,NaN,NaN,NaN,0.03,NaN,NaN,NaN,NaN,NaN
1984-10-18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-10-19,NaN,NaN,NaN,1.43,NaN,NaN,NaN,NaN,NaN
1984-10-20,NaN,NaN,NaN,0.09,NaN,NaN,NaN,NaN,NaN
1984-10-21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-10-22,NaN,NaN,NaN,0.07,NaN,NaN,NaN,NaN,NaN
1984-10-23,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,NaN
1984-10-24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-10-25,NaN,NaN,NaN,0.15,NaN,NaN,NaN,NaN,NaN
1984-10-26,NaN,NaN,NaN,2.29,NaN,NaN,NaN,NaN,NaN
1984-10-27,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,NaN
1984-10-28,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,NaN
1984-10-29,NaN,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN
1984-10-30,NaN,NaN,NaN,0.03,NaN,NaN,NaN,NaN,NaN
1984-10-31,NaN,NaN,NaN,0.04,NaN,NaN,NaN,NaN,NaN
1984-11-01,NaN,NaN,NaN,0.08,NaN,NaN,NaN,NaN,NaN
1984-11-02,NaN,NaN,NaN,0.07,NaN,NaN,NaN,NaN,NaN
1984-11-03,NaN,NaN,NaN,0.18,NaN,NaN,NaN,NaN,NaN
1984-11-04,NaN,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN
1984-11-05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-11-06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-11-07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-11-08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-11-09,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,NaN
1984-11-10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-11-11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-11-12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-11-13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-11-14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-11-15,NaN,NaN,NaN,0.08,NaN,NaN,NaN,NaN,NaN
1984-11-16,NaN,NaN,NaN,0.1,NaN,NaN,NaN,NaN,NaN
1984-11-17,NaN,NaN,NaN,2.5,NaN,NaN,NaN,NaN,NaN
1984-11-18,NaN,NaN,NaN,0.04,NaN,NaN,NaN,NaN,NaN
1984-11-19,NaN,NaN,NaN,0.29,NaN,NaN,NaN,NaN,NaN
1984-11-20,NaN,NaN,NaN,2.07,NaN,NaN,NaN,NaN,NaN
1984-11-21,NaN,NaN,NaN,3.73,NaN,NaN,NaN,NaN,NaN
1984-11-22,NaN,NaN,NaN,20.7,NaN,NaN,NaN,NaN,NaN
1984-11-23,NaN,NaN,NaN,1.23,NaN,NaN,NaN,NaN,NaN
1984-11-24,NaN,NaN,NaN,0.35,NaN,NaN,NaN,NaN,NaN
1984-11-25,NaN,NaN,NaN,0.86,NaN,NaN,NaN,NaN,NaN
1984-11-26,NaN,NaN,NaN,15.72,NaN,NaN,NaN,NaN,NaN
1984-11-27,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,NaN
1984-11-28,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,NaN
1984-11-29,NaN,NaN,NaN,0.06,NaN,NaN,NaN,NaN,NaN
1984-11-30,NaN,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN
1984-12-01,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-12-02,NaN,NaN,NaN,0.08,NaN,NaN,NaN,NaN,NaN
1984-12-03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-12-04,NaN,NaN,NaN,0.04,NaN,NaN,NaN,NaN,NaN
1984-12-05,NaN,NaN,NaN,0.14,NaN,NaN,NaN,NaN,NaN
1984-12-06,NaN,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN
1984-12-07,NaN,NaN,NaN,0.04,NaN,NaN,NaN,NaN,NaN
1984-12-08,NaN,NaN,NaN,0.1,NaN,NaN,NaN,NaN,NaN
1984-12-09,NaN,NaN,NaN,0.62,NaN,NaN,NaN,NaN,NaN
1984-12-10,NaN,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN
1984-12-11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-12-12,NaN,NaN,NaN,0.1,NaN,NaN,NaN,NaN,NaN
1984-12-13,NaN,NaN,NaN,5.45,NaN,NaN,NaN,NaN,NaN
1984-12-14,NaN,NaN,NaN,0.85,NaN,NaN,NaN,NaN,NaN
1984-12-15,NaN,NaN,NaN,3.02,NaN,NaN,NaN,NaN,NaN
1984-12-16,NaN,NaN,NaN,14.41,NaN,NaN,NaN,NaN,NaN
1984-12-17,NaN,NaN,NaN,0.04,NaN,NaN,NaN,NaN,NaN
1984-12-18,NaN,NaN,NaN,4.85,NaN,NaN,NaN,NaN,NaN
1984-12-19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-12-20,NaN,NaN,NaN,2.77,NaN,NaN,NaN,NaN,NaN
1984-12-21,NaN,NaN,NaN,0.2,NaN,NaN,NaN,NaN,NaN
1984-12-22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-12-23,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-12-24,NaN,NaN,NaN,1.72,NaN,NaN,NaN,NaN,NaN
1984-12-25,NaN,NaN,NaN,1.26,NaN,NaN,NaN,NaN,NaN
1984-12-26,NaN,NaN,NaN,0.28,NaN,NaN,NaN,NaN,NaN
1984-12-27,NaN,NaN,NaN,0.75,NaN,NaN,NaN,NaN,NaN
1984-12-28,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1984-12-29,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,NaN
1984-12-30,NaN,NaN,NaN,0.3,NaN,NaN,NaN,NaN,NaN
1984-12-31,NaN,NaN,NaN,0.22,NaN,NaN,NaN,NaN,NaN
1985-01-01,NaN,NaN,NaN,3.07,NaN,NaN,NaN,NaN,NaN
1985-01-02,NaN,NaN,NaN,3.26,NaN,NaN,NaN,NaN,NaN
1985-01-03,NaN,NaN,NaN,1.46,NaN,NaN,NaN,NaN,NaN
1985-01-04,NaN,NaN,NaN,1.44,NaN,NaN,NaN,NaN,NaN
1985-01-05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-01-06,NaN,NaN,NaN,0.02,NaN,NaN,NaN,NaN,NaN
1985-01-07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-01-08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-01-09,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-01-10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-01-11,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,NaN
1985-01-12,NaN,NaN,NaN,3.27,NaN,NaN,NaN,NaN,NaN
1985-01-13,NaN,NaN,NaN,0.67,NaN,NaN,NaN,NaN,NaN
1985-01-14,NaN,NaN,NaN,0.21,NaN,NaN,NaN,NaN,NaN
1985-01-15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-01-16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-01-17,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-01-18,NaN,NaN,NaN,0.93,NaN,NaN,NaN,NaN,NaN
1985-01-19,NaN,NaN,NaN,1.45,NaN,NaN,NaN,NaN,NaN
1985-01-20,NaN,NaN,NaN,1.3,NaN,NaN,NaN,NaN,NaN
1985-01-21,NaN,NaN,NaN,2.34,NaN,NaN,NaN,NaN,NaN
1985-01-22,NaN,NaN,NaN,12.98,NaN,NaN,NaN,NaN,NaN
1985-01-23,NaN,NaN,NaN,8.42,NaN,NaN,NaN,NaN,NaN
1985-01-24,NaN,NaN,NaN,1.13,NaN,NaN,NaN,NaN,NaN
1985-01-25,NaN,NaN,NaN,4.19,NaN,NaN,NaN,NaN,NaN
1985-01-26,NaN,NaN,NaN,3.72,NaN,NaN,NaN,NaN,NaN
1985-01-27,NaN,NaN,NaN,0.03,NaN,NaN,NaN,NaN,NaN
1985-01-28,NaN,NaN,NaN,0.07,NaN,NaN,NaN,NaN,NaN
1985-01-29,NaN,NaN,NaN,0.08,NaN,NaN,NaN,NaN,NaN
1985-01-30,NaN,NaN,NaN,0.81,NaN,NaN,NaN,NaN,NaN
1985-01-31,NaN,NaN,NaN,1.59,NaN,NaN,NaN,NaN,NaN
1985-02-01,NaN,NaN,NaN,1.18,NaN,NaN,NaN,NaN,NaN
1985-02-02,NaN,NaN,NaN,3.42,NaN,NaN,NaN,NaN,NaN
1985-02-03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-02-04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-02-05,NaN,NaN,NaN,0.97,NaN,NaN,NaN,NaN,NaN
1985-02-06,NaN,NaN,NaN,1.03,NaN,NaN,NaN,NaN,NaN
1985-02-07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-02-08,NaN,NaN,NaN,7.06,NaN,NaN,NaN,NaN,NaN
1985-02-09,NaN,NaN,NaN,3.15,NaN,NaN,NaN,NaN,NaN
1985-02-10,NaN,NaN,NaN,0.2,NaN,NaN,NaN,NaN,NaN
1985-02-11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-02-12,NaN,NaN,NaN,0.04,NaN,NaN,NaN,NaN,NaN
1985-02-13,NaN,NaN,NaN,3.49,NaN,NaN,NaN,NaN,NaN
1985-02-14,NaN,NaN,NaN,9.67,NaN,NaN,NaN,NaN,NaN
1985-02-15,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,NaN
1985-02-16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-02-17,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-02-18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-02-19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-02-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-02-21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-02-22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-02-23,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-02-24,NaN,NaN,NaN,0.14,NaN,NaN,NaN,NaN,NaN
1985-02-25,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-02-26,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-02-27,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-02-28,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-03-01,NaN,NaN,NaN,6.46,NaN,NaN,NaN,NaN,NaN
1985-03-02,NaN,NaN,NaN,4.55,NaN,NaN,NaN,NaN,NaN
1985-03-03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-03-04,NaN,NaN,NaN,0.03,NaN,NaN,NaN,NaN,NaN
1985-03-05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-03-06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-03-07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-03-08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-03-09,NaN,NaN,NaN,0.03,NaN,NaN,NaN,NaN,NaN
1985-03-10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-03-11,NaN,NaN,NaN,0.12,NaN,NaN,NaN,NaN,NaN
1985-03-12,NaN,NaN,NaN,0.06,NaN,NaN,NaN,NaN,NaN
1985-03-13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-03-14,NaN,NaN,NaN,0.28,NaN,NaN,NaN,NaN,NaN
1985-03-15,NaN,NaN,NaN,0.14,NaN,NaN,NaN,NaN,NaN
1985-03-16,NaN,NaN,NaN,0.33,NaN,NaN,NaN,NaN,NaN
1985-03-17,NaN,NaN,NaN,1.4,NaN,NaN,NaN,NaN,NaN
1985-03-18,NaN,NaN,NaN,4.33,NaN,NaN,NaN,NaN,NaN
1985-03-19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-03-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-03-21,NaN,NaN,NaN,0.29,NaN,NaN,NaN,NaN,NaN
1985-03-22,NaN,NaN,NaN,0.11,NaN,NaN,NaN,NaN,NaN
1985-03-23,NaN,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN
1985-03-24,NaN,NaN,NaN,1.14,NaN,NaN,NaN,NaN,NaN
1985-03-25,NaN,NaN,NaN,0.81,NaN,NaN,NaN,NaN,NaN
1985-03-26,NaN,NaN,NaN,3.02,NaN,NaN,NaN,NaN,NaN
1985-03-27,NaN,NaN,NaN,1.77,NaN,NaN,NaN,NaN,NaN
1985-03-28,NaN,NaN,NaN,0.38,NaN,NaN,NaN,NaN,NaN
1985-03-29,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-03-30,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-03-31,NaN,NaN,NaN,0.02,NaN,NaN,NaN,NaN,NaN
1985-04-01,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-04-02,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-04-03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-04-04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-04-05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-04-06,NaN,NaN,NaN,3.67,NaN,NaN,NaN,NaN,NaN
1985-04-07,NaN,NaN,NaN,10.23,NaN,NaN,NaN,NaN,NaN
1985-04-08,NaN,NaN,NaN,8.91,NaN,NaN,NaN,NaN,NaN
1985-04-09,NaN,NaN,NaN,17.29,NaN,NaN,NaN,NaN,NaN
1985-04-10,NaN,NaN,NaN,8.69,NaN,NaN,NaN,NaN,NaN
1985-04-11,NaN,NaN,NaN,3.14,NaN,NaN,NaN,NaN,NaN
1985-04-12,NaN,NaN,NaN,2.06,NaN,NaN,NaN,NaN,NaN
1985-04-13,NaN,NaN,NaN,6.2,NaN,NaN,NaN,NaN,NaN
1985-04-14,NaN,NaN,NaN,2.65,NaN,NaN,NaN,NaN,NaN
1985-04-15,NaN,NaN,NaN,0.61,NaN,NaN,NaN,NaN,NaN
1985-04-16,NaN,NaN,NaN,4.43,NaN,NaN,NaN,NaN,NaN
1985-04-17,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-04-18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-04-19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-04-20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-04-21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-04-22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-04-23,NaN,NaN,NaN,1.45,NaN,NaN,NaN,NaN,NaN
1985-04-24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-04-25,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-04-26,NaN,NaN,NaN,0.76,NaN,NaN,NaN,NaN,NaN
1985-04-27,NaN,NaN,NaN,4.1,NaN,NaN,NaN,NaN,NaN
1985-04-28,NaN,NaN,NaN,2.19,NaN,NaN,NaN,NaN,NaN
1985-04-29,NaN,NaN,NaN,0.88,NaN,NaN,NaN,NaN,NaN
1985-04-30,NaN,NaN,NaN,8.51,NaN,NaN,NaN,NaN,NaN
1985-05-01,NaN,NaN,NaN,5.99,NaN,NaN,NaN,NaN,NaN
1985-05-02,NaN,NaN,NaN,7.57,NaN,NaN,NaN,NaN,NaN
1985-05-03,NaN,NaN,NaN,0.82,NaN,NaN,NaN,NaN,NaN
1985-05-04,NaN,NaN,NaN,0.03,NaN,NaN,NaN,NaN,NaN
1985-05-05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-05-06,NaN,NaN,NaN,0.03,NaN,NaN,NaN,NaN,NaN
1985-05-07,NaN,NaN,NaN,22.37,NaN,NaN,NaN,NaN,NaN
1985-05-08,NaN,NaN,NaN,13.35,NaN,NaN,NaN,NaN,NaN
1985-05-09,NaN,NaN,NaN,4.69,NaN,NaN,NaN,NaN,NaN
1985-05-10,NaN,NaN,NaN,0.04,NaN,NaN,NaN,NaN,NaN
1985-05-11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-05-12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-05-13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-05-14,NaN,NaN,NaN,0.14,NaN,NaN,NaN,NaN,NaN
1985-05-15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-05-16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-05-17,NaN,NaN,NaN,1.28,NaN,NaN,NaN,NaN,NaN
1985-05-18,NaN,NaN,NaN,0.63,NaN,NaN,NaN,NaN,NaN
1985-05-19,NaN,NaN,NaN,14.01,NaN,NaN,NaN,NaN,NaN
1985-05-20,NaN,NaN,NaN,6.45,NaN,NaN,NaN,NaN,NaN
1985-05-21,NaN,NaN,NaN,9.72,NaN,NaN,NaN,NaN,NaN
1985-05-22,NaN,NaN,NaN,3.71,NaN,NaN,NaN,NaN,NaN
1985-05-23,NaN,NaN,NaN,1.86,NaN,NaN,NaN,NaN,NaN
1985-05-24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-05-25,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-05-26,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-05-27,NaN,NaN,NaN,2.3,NaN,NaN,NaN,NaN,NaN
1985-05-28,NaN,NaN,NaN,12.5,NaN,NaN,NaN,NaN,NaN
1985-05-29,NaN,NaN,NaN,1.72,NaN,NaN,NaN,NaN,NaN
1985-05-30,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,NaN
1985-05-31,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-06-01,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-06-02,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-06-03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-06-04,NaN,NaN,NaN,0.08,NaN,NaN,NaN,NaN,NaN
1985-06-05,NaN,NaN,NaN,1.95,NaN,NaN,NaN,NaN,NaN
1985-06-06,NaN,NaN,NaN,11.07,NaN,NaN,NaN,NaN,NaN
1985-06-07,NaN,NaN,NaN,12.45,NaN,NaN,NaN,NaN,NaN
1985-06-08,NaN,NaN,NaN,0.66,NaN,NaN,NaN,NaN,NaN
1985-06-09,NaN,NaN,NaN,0.36,NaN,NaN,NaN,NaN,NaN
1985-06-10,NaN,NaN,NaN,13.36,NaN,NaN,NaN,NaN,NaN
1985-06-11,NaN,NaN,NaN,0.26,NaN,NaN,NaN,NaN,NaN
1985-06-12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-06-13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-06-14,NaN,NaN,NaN,13.25,NaN,NaN,NaN,NaN,NaN
1985-06-15,NaN,NaN,NaN,1.32,NaN,NaN,NaN,NaN,NaN
1985-06-16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-06-17,NaN,NaN,NaN,0.15,NaN,NaN,NaN,NaN,NaN
1985-06-18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN
1985-06-19,NaN,NaN,NaN,4.78,NaN,NaN,NaN,NaN,NaN
1985-06-20,NaN,NaN,NaN,4.02,NaN,NaN,NaN,NaN,NaN
1985-06-21,NaN,NaN,NaN,0.94,NaN,NaN,NaN,NaN,NaN
1985-06-22,NaN,NaN,NaN,5.42,NaN,NaN,NaN,NaN,NaN
1985-06-23,NaN,NaN,NaN,3.17,NaN,NaN,NaN,NaN,NaN
1985-06-24,NaN,NaN,NaN,4.97,NaN,NaN,NaN,NaN,NaN
